hotel_name,price_cny,room_type,review_score,detail_link,location_desc,location_score,distance_to_centre,city,checkin,checkout,scraped_at
Hotel Settefiori,"1,320",Double Room with Extra Bed,9.5,https://www.booking.com/hotel/it/settefiori.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=10&hapos=10&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=1525341204_424169562_3_0_0&highlighted_blocks=1525341204_424169562_3_0_0&matching_block_id=1525341204_424169562_3_0_0&sr_pri_blocks=1525341204_424169562_3_0_0__51362&from=searchresults,0.2 miles from Santa Maria Novella Train Station,9.9,0.2 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Pinocchio' s House in the Center of Florence,"1,072",One-Bedroom Apartment,8.3,https://www.booking.com/hotel/it/pinocchio-s-house-in-the-center-of-florence.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=12&hapos=12&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=853062701_366412963_3_0_0&highlighted_blocks=853062701_366412963_3_0_0&matching_block_id=853062701_366412963_3_0_0&sr_pri_blocks=853062701_366412963_3_0_0__44703&from=searchresults,0.2 miles from Santa Maria Novella Train Station,9.7,0.2 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
B&B Locanda Il Salimbecco,982,Double Room with Private Bathroom,8.0,https://www.booking.com/hotel/it/locanda-il-salimbecco.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=14&hapos=14&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=137552102_384662713_2_1_0_685791&highlighted_blocks=137552102_384662713_2_1_0_685791&matching_block_id=137552102_384662713_2_1_0_685791&sr_pri_blocks=137552102_384662713_2_1_0_685791_38219&from=searchresults,0.2 miles from Santa Maria Novella Train Station,9.6,0.2 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Apt Fortezza Fair,"1,065",Two-Bedroom Apartment,8.7,https://www.booking.com/hotel/it/apt-fortezza-fair.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=15&hapos=15&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=1617297701_432584034_5_0_0&highlighted_blocks=1617297701_432584034_5_0_0&matching_block_id=1617297701_432584034_5_0_0&sr_pri_blocks=1617297701_432584034_5_0_0__47449&from=searchresults,0.2 miles from Santa Maria Novella Train Station,N/A,0.2 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Hotel Le Due Fontane,"1,230",Classic Triple Room,8.3,https://www.booking.com/hotel/it/leduefontane.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=18&hapos=18&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=8053603_399370743_0_1_0&highlighted_blocks=8053603_399370743_0_1_0&matching_block_id=8053603_399370743_0_1_0&sr_pri_blocks=8053603_399370743_0_1_0__47864&from=searchresults,0.6 miles from Santa Maria Novella Train Station,9.6,0.6 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
B&B Residenza le Fonticine,"1,289",Triple Room with Private Bathroom,8.8,https://www.booking.com/hotel/it/residenza-le-fonticine.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=19&hapos=19&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=91032101_408196696_3_1_0&highlighted_blocks=91032101_408196696_3_1_0&matching_block_id=91032101_408196696_3_1_0&sr_pri_blocks=91032101_408196696_3_1_0__50182&from=searchresults,0.2 miles from Santa Maria Novella Train Station,9.6,0.2 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Ridolfi Guest House,"1,071",Triple Room with Private External Bathroom,7.4,https://www.booking.com/hotel/it/ridolfi-guest-house.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=21&hapos=21&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=30251507_369094960_3_2_0&highlighted_blocks=30251507_369094960_3_2_0&matching_block_id=30251507_369094960_3_2_0&sr_pri_blocks=30251507_369094960_3_2_0__41663&from=searchresults,0.4 miles from Santa Maria Novella Train Station,N/A,0.4 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
The secret garden,834,One-Bedroom Apartment,8.9,https://www.booking.com/hotel/it/the-secret-garden-firenze1.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=23&hapos=23&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=1094976701_383004101_3_0_0&highlighted_blocks=1094976701_383004101_3_0_0&matching_block_id=1094976701_383004101_3_0_0&sr_pri_blocks=1094976701_383004101_3_0_0__32462&from=searchresults,0.5 miles from Santa Maria Novella Train Station,9.9,0.5 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Bed & Breakfast Il Bargello,769,Triple Room,8.7,https://www.booking.com/hotel/it/bed-amp-breakfast-il-bargello.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=24&hapos=24&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=55479805_88174793_0_1_0&highlighted_blocks=55479805_88174793_0_1_0&matching_block_id=55479805_88174793_0_1_0&sr_pri_blocks=55479805_88174793_0_1_0__29927&from=searchresults,0.6 miles from Santa Maria Novella Train Station,9.8,0.6 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Botticelli by Mmega,774,Two-Bedroom Apartment,8.2,https://www.booking.com/hotel/it/botticelli-firenze1.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=25&hapos=25&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=824291001_368374087_5_0_0&highlighted_blocks=824291001_368374087_5_0_0&matching_block_id=824291001_368374087_5_0_0&sr_pri_blocks=824291001_368374087_5_0_0__38109&from=searchresults,0.5 miles from Santa Maria Novella Train Station,N/A,0.5 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Il Giardino Segreto,"1,331",Double Room,9.3,https://www.booking.com/hotel/it/il-giardino-segreto.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=1&hapos=1&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=1406801_201328823_0_1_0%2C1406806_95138511_0_0_0&highlighted_blocks=1406801_201328823_0_1_0%2C1406806_95138511_0_0_0&matching_block_id=1406801_201328823_0_1_0&sr_pri_blocks=1406801_201328823_0_1_0__17273%2C1406806_95138511_0_0_0__17273&from=searchresults,200 feet from downtown,9.9,200 feet from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Agriturismo Marinello,"1,372",Quadruple Room,9.4,https://www.booking.com/hotel/it/griturismo-arinello.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=2&hapos=2&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=104306901_262898296_0_2_0_715079&highlighted_blocks=104306901_262898296_0_2_0_715079&matching_block_id=104306901_262898296_0_2_0_715079&sr_pri_blocks=104306901_262898296_0_2_0_715079_35599&from=searchresults,1.1 miles from downtown,9.7,1.1 miles from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Agriturismo Il Macchione,"1,157",Double Room,9.3,https://www.booking.com/hotel/it/agriturismo-il-macchione.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=3&hapos=3&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=30247209_88454475_0_33_0&highlighted_blocks=30247209_88454475_0_33_0&matching_block_id=30247209_88454475_0_33_0&sr_pri_blocks=30247209_88454475_0_33_0__30022&from=searchresults,1.4 miles from downtown,9.5,1.4 miles from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Millefiori,"1,104",Deluxe Double Room,8.4,https://www.booking.com/hotel/it/millefiori-appartamento-girasoli.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=4&hapos=4&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=477030703_150200244_2_0_0%2C477030702_150200244_2_0_0&highlighted_blocks=477030703_150200244_2_0_0%2C477030702_150200244_2_0_0&matching_block_id=477030703_150200244_2_0_0&sr_pri_blocks=477030703_150200244_2_0_0__13909%2C477030702_150200244_2_0_0__14727&from=searchresults,300 feet from downtown,9.7,300 feet from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Agriturismo Bagnolo,841,One-Bedroom Apartment (2 Adults),9.0,https://www.booking.com/hotel/it/agriturismo-bagnolo.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=5&hapos=5&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=45520802_374143965_0_2_0&highlighted_blocks=45520802_374143965_0_2_0&matching_block_id=45520802_374143965_0_2_0&sr_pri_blocks=45520802_374143965_0_2_0__21818&from=searchresults,2.8 miles from downtown,9.3,2.8 miles from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Lignanello Country House,"1,343",Three-Bedroom Apartment,9.4,https://www.booking.com/hotel/it/lignanello-country-house.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=8&hapos=8&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=1027775401_375524477_2_0_0&highlighted_blocks=1027775401_375524477_2_0_0&matching_block_id=1027775401_375524477_2_0_0&sr_pri_blocks=1027775401_375524477_2_0_0__34836&from=searchresults,1.7 miles from downtown,9.7,1.7 miles from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Suite Gioconda a Pienza,"1,299",Two-Bedroom House,9.5,https://www.booking.com/hotel/it/podere-casarossa.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=10&hapos=10&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=1258506801_401023862_2_0_0&highlighted_blocks=1258506801_401023862_2_0_0&matching_block_id=1258506801_401023862_2_0_0&sr_pri_blocks=1258506801_401023862_2_0_0__36209&from=searchresults,0.4 miles from downtown,9.7,0.4 miles from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Pienza by PosarelliVillas,"1,123",Two-Bedroom Apartment (4 Adults),9.6,https://www.booking.com/hotel/it/pienza.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=11&hapos=11&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=141982801_440293423_4_0_0&highlighted_blocks=141982801_440293423_4_0_0&matching_block_id=141982801_440293423_4_0_0&sr_pri_blocks=141982801_440293423_4_0_0__34144&from=searchresults,3.7 miles from downtown,10,3.7 miles from downtown,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Casa Garoselli,"1,051",One-Bedroom Apartment,9.2,https://www.booking.com/hotel/it/casa-garoselli.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=891894902_359433006_3_0_0&highlighted_blocks=891894902_359433006_3_0_0&matching_block_id=891894902_359433006_3_0_0&sr_pri_blocks=891894902_359433006_3_0_0__27273&from=searchresults,2.4 miles from Pienza,9.6,2.4 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Le Maribelle,"1,337",Two-Bedroom House,8.2,https://www.booking.com/hotel/it/le-maribelle.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=16&hapos=16&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=200708401_266260798_2_0_549755813888&highlighted_blocks=200708401_266260798_2_0_549755813888&matching_block_id=200708401_266260798_2_0_549755813888&sr_pri_blocks=200708401_266260798_2_0_549755813888__31916&from=searchresults,2.4 miles from Pienza,N/A,2.4 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Angolo di paradiso in Val d'Orcia,820,One-Bedroom Apartment,8.8,https://www.booking.com/hotel/it/angolo-di-paradiso-in-val-d-orcia.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=17&hapos=17&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=1606450301_431582063_2_0_0&highlighted_blocks=1606450301_431582063_2_0_0&matching_block_id=1606450301_431582063_2_0_0&sr_pri_blocks=1606450301_431582063_2_0_0__21273&from=searchresults,2.5 miles from Pienza,9.4,2.5 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Il Casone,"1,181",Two-Bedroom Apartment,9.4,https://www.booking.com/hotel/it/il-casone-montisi.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=19&hapos=19&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=567262301_215766653_4_0_0&highlighted_blocks=567262301_215766653_4_0_0&matching_block_id=567262301_215766653_4_0_0&sr_pri_blocks=567262301_215766653_4_0_0__30631&from=searchresults,5.7 miles from Pienza,9.4,5.7 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
"Antica Torre ""La Casalta""",848,Duplex Apartment,9.6,https://www.booking.com/hotel/it/antica-torre-quot-la-casalta-quot.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=20&hapos=20&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=298171801_220952720_7_0_0&highlighted_blocks=298171801_220952720_7_0_0&matching_block_id=298171801_220952720_7_0_0&sr_pri_blocks=298171801_220952720_7_0_0__27000&from=searchresults,4.5 miles from Pienza,N/A,4.5 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Il Cammino,911,Two-Bedroom Apartment,9.8,https://www.booking.com/hotel/it/il-cammino-san-quirico-d-orcia.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=22&hapos=22&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=1357898101_409525751_2_0_0&highlighted_blocks=1357898101_409525751_2_0_0&matching_block_id=1357898101_409525751_2_0_0&sr_pri_blocks=1357898101_409525751_2_0_0__23636&from=searchresults,4.3 miles from Pienza,9.8,4.3 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
La Chiusa dei Monaci,841,Double or Twin Room,9.1,https://www.booking.com/hotel/it/casina-alta.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=23&hapos=23&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=240412003_143252767_2_0_0&highlighted_blocks=240412003_143252767_2_0_0&matching_block_id=240412003_143252767_2_0_0&sr_pri_blocks=240412003_143252767_2_0_0__21818&from=searchresults,4.6 miles from Pienza,N/A,4.6 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Casa al Poggio,902,Apartment,9.2,https://www.booking.com/hotel/it/casa-al-poggio-castiglione-d-orcia.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=24&hapos=24&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=1316478602_425739783_2_0_0&highlighted_blocks=1316478602_425739783_2_0_0&matching_block_id=1316478602_425739783_2_0_0&sr_pri_blocks=1316478602_425739783_2_0_0__23400&from=searchresults,6.1 miles from Pienza,9.7,6.1 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
